Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Analyst Data,The Perth Mint,Australia,A$110K (Employer provided),"Competitive salaries and employee discounts. Tertiary qualification in Information Technology or related discipline. Permanent role with flexible hours.&hellip;
      
        Skills: Power BI",19d
Data Analyst,TransGrid,Sydney,A$136K - A$160K (Glassdoor est.),"Employees have access to a range of corporate discounts across retail, utilities, travel, and health and wellbeing, as well as novated leasing options,…&hellip;
      
        Skills: Power BI, Microsoft Excel, Data analysis skills",4d
Data Analytics Visualisation Analyst,Pyramid Global Technologies,Western Australia,,"Complete project related technical documentation as required, including but not limited to System Architecture, registration and design patterns.&hellip;
      
        Skills: Jira, Confluence",30d+
Data Analyst,Aututech,Altona North,A$50K - A$120K (Glassdoor est.),"Minimum of 3 years’ experience of working on data analysis and complex data management projects, particularly in the area of master data management.&hellip;
      
        Skills: Bilingual, Mandarin, Power BI, Microsoft Excel, Multilingual",30d+
Data Analyst,State Government of Victoria,Melbourne,A$98K - A$111K (Employer provided),"A tertiary qualification in analytics, data science or something similar. This position is only open to applicants with relevant rights to work in Australia.&hellip;
      
        Skills: Analytics",24h
Data Analyst,NSW Government,Sydney,A$114K - A$135K (Employer provided),"Tertiary qualifications in public health, computer science, data science, statistics, information management or other relevant discipline.&hellip;
      
        Skills: SQL",8d
Business Intelligence Analyst,Dabble (Australia),Darwin,A$110K - A$130K (Employer provided),"A degree in a relevant discipline such as Computer Science, Data Analytics, Statistics, or a related field (or equivalent practical experience).&hellip;
      
        Skills: Power BI, Data modelling, Microsoft Excel, Data analysis skills, Git",26d
Data Analyst,Barry.Nilsson.,Australia,,"Access to our Health & Wellbeing program, BNWell, which supports the mental, physical and financial wellbeing of our people including a yearly health &…&hellip;
      
        Skills: Power BI, Data modelling, Microsoft SQL Server, SSRS, SQL",30d+
Data Analyst,Bottrell Business Consultants,Newcastle,A$78K - A$85K (Glassdoor est.),"Bachelor’s degree in Data Science, Finance, Accounting, or a related field. Our team is dedicated to supporting client success with data-driven insights and…&hellip;
      
        Skills: Power BI, Microsoft Excel, Accounting software, Data analysis skills, Tableau",14d
Junior Data Analyst (Short Term Contract),Jaybro,Arndell Park,A$75K - A$95K (Glassdoor est.),"Refresh and update Excel dashboards to keep supply chain data current and easy to read. As part of Jaybro Group's recruitment process you may be required to…&hellip;
      
        Skills: Power BI, Microsoft Excel, SAP, Supply chain, ERP systems",4d
Operational Data and Reporting Analyst,Northern Territory Department of Corporate and Digital Development,Darwin,A$100K - A$111K (Employer provided),"Relevant Information Technology Infrastructure Library (ITIL®) qualification or similar certification. Interpret and investigate business requests from client…&hellip;
      
        Skills: Jira, Crystal Reports, Power BI, SQL, Confluence",20d
Data Migration Analyst,O’Brien Glass Industries,Padstow,A$100K - A$130K (Glassdoor est.),"Play a key role in reducing business risk and safeguarding data integrity. 3–5+ years’ experience in data migration, data engineering, or data analysis roles.&hellip;
      
        Skills: CRM software, CI/CD, Computer science, Controlling experience, Power BI",18d
Reporting Insights Analyst,John Holland,Adelaide,A$75K - A$76K (Glassdoor est.),"Additional certifications or qualifications relevant to data analysis and digital tools will be highly regarded. Proficiency with Power BI Desktop software.&hellip;
      
        Skills: Power BI, JSON",29d
Data and Reporting Analyst,Abergeldie Complex Infrastructure,Auburn,A$91K - A$138K (Glassdoor est.),"Contribute to improving data quality and reporting frameworks across the program. Work closely with stakeholders to improve how data is captured, structured and…&hellip;
      
        Skills: Power BI, Data modelling, Data analysis skills, Communication skills",12d
DATA ANALYST,Tata Consultancy Services,Melbourne,A$60K - A$67K (Glassdoor est.),"Experience with data quality/observability tooling (including Collibra DQ/Observability or equivalents) and Data Catalog/MDE integrations.&hellip;
      
        Skills: CI/CD, Hospitality, Data modelling, Git, SQL",30d+
Data Analyst,EdgeRed Analytics,Sydney,A$90K (Employer provided),"A relevant tertiary qualification with at least 2 years of working experience in data analytics or a related field. $90,000 + Super + Bonus.&hellip;
      
        Skills: Power BI, Data modelling, Microsoft Excel, Tableau, SQL",12d
Data Analyst,DLight FM,Brisbane,A$50.50 - A$90.67 Per Hour (Employer provided),"Collect, analyze, and interpret data to identify trends and patterns relevant to our broadcasting operations. Perform data validation and ensure data integrity…&hellip;
      
        Skills: Power BI, Microsoft Excel, Data analysis skills, Tableau, SQL",8d
Group Insurance Analyst (Graduates welcome),Australia Group Insurances Pty Ltd,Sydney,A$75K - A$90K (Employer provided),"Improving the business process efficiency and compliance continuously, involving making suggestions for process enhancement, analysing business logic,…&hellip;
      
        Skills: Microsoft Excel, English",22d
Junior Developer Data Science and Analytics,Macquarie Group,Sydney,A$150K - A$180K (Glassdoor est.),"2 days of paid volunteer leave and donation matching. You will use your knowledge of Python, SQL and various other technologies to help our business grow by…&hellip;
      
        Skills: SQL, Communication skills",30d+
PMO Data Analyst,Siemens,Bayswater,A$77K - A$82K (Glassdoor est.),"You’ll produce high-quality reports and dashboards for business unit leadership, functional heads, and project teams, offering clear visibility into project…&hellip;
      
        Skills: Power BI, Microsoft Excel, Administrative experience, Analysis skills, SharePoint",30d+
Data Analyst,Churches of Christ in Queensland,Kenmore,A$83K - A$123K (Glassdoor est.),"Develop and maintain intuitive dashboards and reports using Power BI, Excel, and other relevant tools to support data‑driven decision making.&hellip;
      
        Skills: Power BI, Microsoft Excel, Presentation skills",18d
Data Analyst - Associate,EY,Sydney,A$83K - A$91K (Glassdoor est.),"Tertiary education qualification(s) in Business, IT or STEM related disciplines. Experience with developing data visualisation dashboards for communication of…&hellip;
      
        Skills: Power BI, Azure, Data analysis skills, SQL, Recruiting",30d+
Data Analyst,UP UP UP,Melbourne,A$115K - A$145K (Employer provided),"Great city office and perks (rooftop, gym and personal trainer, games…). Communication skills - you can explain technical findings to non-technical humans…&hellip;
      
        Skills: Power BI, Microsoft Excel, Tableau, SQL, PostgreSQL",30d+
ICT Business Analyst,Spring Sciences Australia,Caboolture,A$75K - A$85K (Employer provided),"1 -3 years of relevant experience as an ICT Business Analyst or similar role. As part of our thorough recruitment process, we may conduct various checks,…&hellip;
      
        Skills: Power BI, Microsoft Excel, ERP systems, Business analysis, Data analysis skills",20d
Data Analyst,Unisson Disability,Hornsby,A$75K - A$95K (Glassdoor est.),"This is a key role within our IT team, focused on strengthening the quality, integrity and usability of data across the organisation.&hellip;
      
        Skills: Power BI, Data analysis skills",6d
Senior Data Analyst,City of Greater Geelong,Geelong,A$122K (Employer provided),"Support end-to-end data migration activities, including planning, data validation, reconciliation, and cutover for program delivery.&hellip;
      
        Skills: Data analysis skills, Agile",14d
Machine Learning Engineer (Automotive AI / Computer Vision / LLM),Intone Networks,"Los Altos, CA",$139K - $191K (Glassdoor est.),"Machine Learning Engineer (Automotive AI / Computer Vision / LLM…&hellip;
      
        Skills: Computer vision, Machine learning, AI",30d+
AI Engineer,Intone Networks,Remote,,"5+ years experience in machine learning, deep learning, and data science. 5+ years Experience with cloud platforms (AWS, Azure, GCP) and MLOps practices.&hellip;
      
        Skills: Azure, Google Cloud Platform, AWS, Data science, Python",30d+
AI Engineer,Intone Networks,Remote,,"Technical Expertise Full-Stack & Infrastructure • Expert-level understanding of infrastructure-as-code principles • Advanced front-end development using React •…&hellip;
      
        Skills: System design, Scalability, AI, Python",30d+
AI Engineer - NY,Photon,New York State,$40K - $141K (Employer provided),"This position is not available for independent contractors. Design and implement autonomous AI agents capable of reasoning, planning, and executing multi-step…&hellip;
      
        Skills: Scalability, Front-end development, UI, AI, Graph databases",30d+
AI Engineer,Airwallex,"San Francisco, CA",$120K - $200K (Employer provided),"Architect and deploy AI agents using frameworks like LangChain, LlamaIndex, AutoGen, CrewAI, Semantic Kernel, and emerging OSS stacks.&hellip;
      
        Skills: TensorFlow, Software deployment, Scalability, AI",30d+
AI ML Engineer,Tata Consultancy Services,"Clearwater, FL",$95K - $135K (Employer provided),"Not a pure data analyst this is an engineering-focused ML/GenAI role. This role is for a hands-on Data Science Engineer who will design, build, and deploy…&hellip;
      
        Skills: Azure, MongoDB, Scalability, AI, Python",11d
AI Engineer,Tata Consultancy Services,"Tampa, FL",$64K - $100K (Employer provided),"As an AI Engineer, you will design, develop, and deploy AI-driven solutions using Python and advanced frameworks.&hellip;
      
        Skills: Performance tuning, Natural language processing, Semantic Web, Scalability, AI",30d+
Gen AI Engineer,Tata Consultancy Services,"Edison, NJ",$80K - $90K (Employer provided),"Knowledge in Generative AI tools like LangChain, Hugging Face, Llama Index etc. Deployment and maintenance of AI models across all environments including…&hellip;
      
        Skills: Git, Docker, Natural language processing, Software testing, AI",18d
Python Ai Engineer,Tata Consultancy Services,"Tampa, FL",$100K - $130K (Employer provided),"Collaboration: Work with front-end developers, IT teams, and stakeholders to define and implement software solutions.&hellip;
      
        Skills: Statistics, Azure, Data structures, NoSQL, Google Cloud Platform",30d+
AI Application Engineer,Apple,"Cupertino, CA",$172K - $302K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",5d
AI Application Engineer,Apple,"San Francisco, CA",$140K - $210K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",5d
AI/ML Engineer,Lockheed Martin,"Herndon, VA",$109K - $217K (Employer provided),"(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental…&hellip;
      
        Skills: AI, Python",30d
AI Prompt Engineer,CACI International,"Ashburn, VA",$61K - $122K (Employer provided),"CBP agents and officers are on the front lines, every day, protecting our national security by combining customs, immigration, border security, and agricultural…&hellip;
      
        Skills: Continuous improvement, JavaScript, Software testing, IT, Root cause analysis",14d
AI/ML Engineer,CACI International,United States,$82K - $172K (Employer provided),"Writing technical documentation supporting code, program capabilities, and user-guides. 2+ years of experience developing AI/ML applications, data science, and/…&hellip;
      
        Skills: Computer science, Statistical analysis, C++, Proposal writing, Virtualization",11d
"Research Engineer, AI Agents for Creation Tools",TikTok,"San Jose, CA",$156K - $317K (Employer provided),"Research or applied experience with tool-use agents, coding agents, or autonomous task-execution agents. Research and develop agentic AI systems for creative…&hellip;
      
        Skills: C++, Machine learning, AI, Research & development, Python",30d+
"Applied AI Engineer, Founding Team",Logic,"New York, NY",$68K - $219K (Employer provided),"Proven ability to be able to translate complex AI concepts for both technical and non-technical audiences. Minimum of 1 year of experience with hybrid retrieval…&hellip;
      
        Skills: Knowledge management, Research, Machine learning, Software development, AI",5d
AI Engineer – GenAI / Agentic Systems,Intone Networks,"Charlotte, NC",$91K - $139K (Glassdoor est.),"Implement LLM evaluation frameworks using tools such as Ragas, Lang Smith, or custom benchmarks to measure answer relevance, groundedness, and hallucination…&hellip;
      
        Skills: Ontology, Azure, Google Cloud Platform, AWS, Docker",20d
AI/ML Engineer,Intone Networks,"Boston, MA",$91K - $138K (Glassdoor est.),"Candidates are expected to have at least 5 years of relevant experience and a bachelor’s degree in computer science, engineering, physics, or a related field (…&hellip;
      
        Skills: Computer science, DevOps, Databases, Machine learning, Mentoring",14d
Clinical Development AI Engineer - Advisor,Eli Lilly and Company,"Indianapolis, IN",$152K - $244K (Employer provided),"PhD in statistics, biostatistics, computer science or data science; or a related quantitative field. Experience in pharmaceutical or clinical development…&hellip;
      
        Skills: Statistics, Clinical development, Biostatistics, R, Quality control",12d
HPE Labs - AI/ML Research Engineer,Hewlett Packard Enterprise | HPE,"Santa Barbara, CA",$137K - $277K (Employer provided),"You will be crafting cutting-edge algorithms and applications by augmenting state-of-the-art LLMs with extensive test-time compute, adopting tools from symbolic…&hellip;
      
        Skills: TensorFlow, Statistics, FPGA, Math, Mentoring",30d+
AI/ML Engineer,CGI,"Reston, VA",$90K - $212K (Employer provided),"Bachelor's degree in Computer Science, Information Systems, or a related field. This is a hands-on position suited for someone who enjoys solving complex…&hellip;
      
        Skills: TensorFlow, Computer vision, Spark, R, Apache Hive",15d
AI Engineer,CGI,"Fairfax, VA",$63K - $153K (Employer provided),"Relevant certification in AI or machine learning (AWS Certified Machine Learning, Google AI Certification). Strong technical and troubleshooting techniques.&hellip;
      
        Skills: TensorFlow, Azure, Computer vision, Spark, R",30d+
AI Support Engineer (II+),Global Payments,"Alpharetta, GA",$63K - $91K (Glassdoor est.),"Bachelor’s degree in Computer Science, Engineering, or a related field. 4+ years of experience in production support, software engineering, site reliability…&hellip;
      
        Skills: Fiddler, Knowledge management, Computer science, Azure, Incident management",4d
"AI Prompt Engineer (TIBCO)- Dallas, TX",Photon,"Dallas, TX",$38K - $135K (Employer provided),"This position is not available for independent contractors. Design and craft prompts for content generation data analysis. Previous work in Banking industry.&hellip;
      
        Skills: TensorFlow, English, Java, Analysis skills, JavaScript",30d+
AI Engineer - (Remote - US),ICF,"Reston, VA",$90K - $152K (Employer provided),"Bachelor’s degree in Computer Science, Software Engineering, or a related technical field. Design and develop end-to-end applications that integrate AI…&hellip;
      
        Skills: Azure, D3.js, Computer vision, NoSQL, Git",30d+
ML Engineer Specialist - Freelance AI Trainer Project,Invisible Technologies,United States,$30.00 - $50.00 Per Hour (Employer provided),"Design new benchmark tasks: identify datasets, analyze state-of-the-art papers, build evaluation scripts, and provide reference implementations.&hellip;
      
        Skills: Scientific research, Deep learning, Natural language processing, Data science, AI",30d+
"Full Stack Engineer (AI)-Chicago, IL",AHU Technology,"Washington, DC",$58.00 Per Hour (Employer provided),"Agentic & Workflow Engineering: Design and implement modular systems using LangGraph and LangChain to manage state, configuration, and complex workflow…&hellip;
      
        Skills: PostgreSQL, AI",30d+
AI/ML Engineer,Ann & Robert H. Lurie Children's Hospital of Chicago,Streeterville,$100K - $165K (Employer provided),"Bachelors in computer science, statistics, applied mathematics, data management, information systems, information science or a related quantitative field.&hellip;
      
        Skills: Statistics, Computer science, HIPAA, Analysis skills, Medical imaging",20d
Applied AI Engineer,Snowflake,"Menlo Park, CA",$126K - $182K (Employer provided),"Bachelor’s degree in Computer Science, Engineering, a related technical field, or equivalent practical experience.&hellip;
      
        Skills: Computer science, Azure, Google Cloud Platform, Application development, SQL",30d+
Applied AI Engineer,Ramp Network,"San Francisco, CA",$155K - $340K (Employer provided),"Create tools and internal platforms to enhance the productivity and capabilities of Ramp's AI and engineering teams. Ship full-stack AI projects end to end.&hellip;
      
        Skills: Cloud infrastructure, Scalability, AI",30d+
Founding Engineer (AI),LinuxRecruit,"London, England",£100K - £170K (Employer provided),"As we know, every hospital, school, pub etc must meet strict safety and compliance requirements. They’re building a fully AI native platform that automates the…&hellip;",24h
AI / ML Engineer,BPM,Remote,FCFA 150K - FCFA 180K (Employer provided),"Strong background in machine learning, data science, and applied AI. Familiarity with product development lifecycles and agile delivery practices.&hellip;
      
        Skills: Azure, SQL, Analysis skills, Product development, Machine learning",30d+
Applied AI Engineer,Anthropic,"London, England",£225K - £240K (Employer provided),"For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses…&hellip;
      
        Skills: Software deployment, AI, Communication skills, Python",30d+
Software Engineer (Python) - AI Platform,Revolut,Remote,FCFA 28K - FCFA 40K (Employer provided),"Partnering with product teams to design and deliver accessible AI solutions. Versioning data and models and managing a central feature store.&hellip;
      
        Skills: Ansible, Software deployment, Distributed systems, Terraform, SDKs",30d+
"Junior Software Engineer, Central AI Lab",Jonas Software,Remote,,"Solid coding ability in at least one of: Python, TypeScript/JavaScript, C#, Java (plus willingness to learn what's needed).&hellip;
      
        Skills: Azure, C#, Git, Java, AWS",30d+
AI Research Engineer,Normal Computing,"London, England",£300K - £400K (Employer provided),"You’ll write production‑quality research code and work closely with engineering to ship improvements to customers.&hellip;
      
        Skills: AI, Python",30d+
AI Research Engineer - Pre training (100% Remote),Tether.to,"London, England",£48K - £123K (Glassdoor est.),"You will have a deep expertise in LLM architectures, a strong grasp of pre-training optimization with a hands-on, research-driven approach.&hellip;
      
        Skills: Software deployment, English, Machine learning, Natural language processing, Scalability",30d+
AI Solutions Engineer,Elekta,"Crawley, West Sussex, South East England, England",£41K - £52K (Glassdoor est.),"The AI Solutions Engineer will play a key role in Elekta’s AI‑driven service transformation by designing intelligent solutions, solving complex problems, and…&hellip;
      
        Skills: AI",7d
AI Engineer,DXC Technology,"Newcastle upon Tyne, England",£27K - £47K (Glassdoor est.),"Knowledge of reinforcement learning methods or tools (Q-learning, policy gradients, RLlib). A growth mindset and passion for continuous learning.&hellip;",30d+
AI Engineer,Durlston Partners,"London, England",£150K (Employer provided),"In this role, you will design, develop, and deploy machine learning models and AI-driven solutions to enhance trading strategies, portfolio optimization, risk…&hellip;
      
        Skills: TensorFlow, Cloud infrastructure, Azure, Rust (programming language), Big data",30d+
AI Engineer,WSP,"Cambridge, East of England, England",£38K - £48K (Glassdoor est.),"Strong understanding of machine learning algorithms and natural language processing techniques. To enhance work-life balance, WSP offers the “WSP My Hour,”…&hellip;
      
        Skills: Azure, Machine learning, Natural language processing, AI",30d+
"AI Engineer, Senior Associate",Partners Capital,"London, England",£101K - £127K (Glassdoor est.),"Approximately 3+ years professional software engineering experience, including 1–2 years building production AI/ML or LLM‑based systems.&hellip;
      
        Skills: Azure, Node.js, React, Business processes, Git",30d+
Founding AI Platform Engineer (MLOps / Backend),Gamingtec,Remote,,"Ability to collaborate closely with ML and product teams and move ambiguous work to completion; Support experimentation and measurement infrastructure so…&hellip;
      
        Skills: Cloud infrastructure, Software deployment, APIs, SaaS, Python",21d
Applied AI Engineer,Colibri Digital,Remote,,"2 - 5 years experience in a software engineering, machine learning or AI-related role. A collaborative culture focused on learning, excellence and continuous…&hellip;
      
        Skills: Azure, Git, Google Cloud Platform, AWS, Machine learning",30d+
Applied AI Engineer,Arena Entertainment,"London, England",£65K - £110K (Glassdoor est.),"You hold yourself to a high bar and it shows in everything you build. Direct access to senior engineers and product leadership. This is not a research role.&hellip;
      
        Skills: Distributed systems, APIs, IT, AI",24h
AI Engineer,Specter Labs,"London, England",£65K - £110K (Glassdoor est.),"Previous work in data-intensive products. Conversational AI interfaces within the product together with the frontend team.&hellip;
      
        Skills: DevOps, SQL, APIs, AI, TypeScript",30d+
Senior AI Engineer,Reward Gateway,"London, England",£85K - £90K (Employer provided),"Strong data engineering capabilities, including dataset creation and validation, ETL development, SQL schema design, and the definition and tracking of…&hellip;
      
        Skills: Cloud infrastructure, Node.js, React, Kubernetes, SQL",30d+
AI Engineer (Catalyst),Fifth Dimension,"London, England",£200K (Employer provided),"Build and evolve our AI intelligence platform—from agentic workflows and evaluation infrastructure to the UI/UX that puts AI capabilities in customers’ hands.&hellip;
      
        Skills: Software deployment, Google Cloud Platform, APIs, TypeScript, Python",20d
AI Software Engineer,Zone&Co.,"Manchester, England",£42K - £70K (Glassdoor est.),"You'll collaborate closely with product, data science, and engineering teams to build scalable, production-ready AI systems that deliver real business value.&hellip;
      
        Skills: Azure, Oracle, Relational databases, NetSuite, English",30d+
Software Engineer (Applied AI),Euphoric Colors,"London, England",£90K - £110K (Employer provided),"Industry Experience (2+ years): Prior experience contributing to impactful products in fast-paced or startup environments, with an understanding of both scale…&hellip;
      
        Skills: Azure, React, Google Cloud Platform, AWS, REST",30d+
AI Engineer,Hadean,"London, England",£61K - £84K (Glassdoor est.),"An interest in travelling to support customer deployments, hackathons, and industry events - getting your work in front of real users, fast.&hellip;
      
        Skills: Rust (programming language), Military, C++, Distributed systems, Mentoring",27d
Senior AI Engineer (Internal Automations),Lendable (UK),"London, England",£60K - £97K (Glassdoor est.),"Build templates, guardrails and building blocks that make it easy for non-engineers to experiment safely. Build the best technology in-house, using new data…&hellip;
      
        Skills: Jira, Kubernetes, AWS, Machine learning, Confluence",30d+
Software Engineer AI/ML Networking,Google,"Durham, England",£147K - £211K (Employer provided),"2 years of experience with software development in C++, or 1 year of experience with an advanced degree. We're looking for engineers who bring fresh ideas from…&hellip;
      
        Skills: Operating systems, Data structures, C++, Machine learning, Distributed systems",18d
Machine Learning Engineer - Gen AI,Trainline,"London, England",£70K - £75K (Employer provided),"We’re building agentic systems such as our Travel Assistant, an AI-powered experience that helps customers with refunds, journey updates, and ticket conditions…&hellip;
      
        Skills: Cloud infrastructure, DevOps, AWS, Docker, Machine learning",30d+
AI & Optimization Engineer (100% Remote),Tether.to,"London, England",£45K - £68K (Glassdoor est.),"Experience deploying, monitoring, maintaining AI models into production systems including handling model drift and evolving operating conditions.&hellip;
      
        Skills: TensorFlow, Node.js, Signal processing, English, Docker",8d
Software Engineer (AI System),PangaeaData.AI,"London, England",£61K - £100K (Glassdoor est.),"With university qualification (Bachelors, Masters, Doctorate) who have completed at least two years of university study in Computer Science, Informatics, Data…&hellip;
      
        Skills: Azure, Node.js, Kubernetes, English, Microservices",30d+
"Associate, AI Engineer",Pantheon Ventures,"London, England",£66K - £94K (Glassdoor est.),"Design controls including access management, data handling safeguards, transparency, and human-in-the-loop considerations aligned to the risk profile of each…&hellip;
      
        Skills: TensorFlow, Authentication, Azure, Machine learning, Deep learning",30d+
AI Inference Engineer QVAC (100% remote Worldwide),Tether.to,"London, England",£65K - £110K (Glassdoor est.),"Integrate AI features into existing products, enriching them with the latest advancements in machine learning.&hellip;
      
        Skills: Cloud infrastructure, Software deployment, English, C++, Machine learning",30d+
AI Solutions Engineer,Relief International,"London, England",£71K - £95K (Glassdoor est.),"Our team of more than 5,000 staff and local volunteers work in countries across Africa, Asia, and the Middle East, providing Health and Nutrition, WASH (Water,…&hellip;
      
        Skills: Azure, Confluence, SharePoint, AI",15d
"Research Engineer, Evaluations, Applied AI",LILT - Lega Italiana per la Lotta conto i Tumori,"London, England",£48K - £123K (Glassdoor est.),"At least one of: a portfolio of research contributions, an example of evals or “model-breaking” samples, or use of open-source AI evaluation tools.&hellip;
      
        Skills: Multilingual, Salesforce, GitHub, AI, Python",30d+
AI Engineer,eImagine Technology Group,"Indianapolis, IN",$70K - $113K (Glassdoor est.),"Experiment with new AI tools, frameworks, and technologies to solve client problems more effectively. Contribute to reusable code, tools, and best practices…&hellip;
      
        Skills: TensorFlow, Computer science, Azure, Git, Google Cloud Platform",18d
AI Engineer (in person),Gobierno de México,"Westfield, IN",$75K - $115K (Glassdoor est.),"Can effectively communicate technical ideas to individuals with widely varying technical backgrounds. Mentor your SEP teammates on applying AI to engineering…&hellip;
      
        Skills: Computer vision, Mentoring, Natural language processing, Software development, AI",30d+
Director of Engineering Operations,CCI Systems,"Carmel, IN",$108K - $151K (Glassdoor est.),"Must have a valid driver's license and acceptable driving record. Proven ability to lead Telco infrastructure initiatives through effective technical oversight…&hellip;
      
        Skills: Contract management, Operations management, Public speaking, Change management, Analysis skills",4d
Front End UI/UX Developer,Software Technology,"Indianapolis, IN",$84K - $126K (Glassdoor est.),"Bachelor of Arts or Bachelor of Science in Engineering, Computer Science, or a related field. Proactively approach new technologies, systems, and design…&hellip;
      
        Skills: Web accessibility, Computer science, CSS, Bootstrap, .NET",25d
Employee Success Lead Data Engineer,Salesforce,"Indianapolis, IN",$96K - $155K (Glassdoor est.),"Deep understanding of data engineering concepts, database design, tools, and architecture. You will partner with business teams to translate requirements into…&hellip;
      
        Skills: Computer science, Data modeling, Business intelligence, Git, SQL",30d+
Technical Support Engineer,Salesforce,"Indianapolis, IN",$81K - $122K (Employer provided),"Communicate complex technical concepts clearly to both technical and non-technical stakeholders. 2+ years of experience in technical support, software…&hellip;
      
        Skills: Knowledge management, Spanish, Computer science, CSS, Web development",22d
"Software Engineering MTS, Salesforce Engineer",Salesforce,"Indianapolis, IN",$107K - $140K (Glassdoor est.),"You will be responsible through all phases of the development lifecycle, from initial technical designs, implementation, testing, to production deployments.&hellip;
      
        Skills: Data modeling, TestNG, Selenium, Git, Java",4d
Senior Solution Engineer,Snowflake,"Indianapolis, IN",$165K - $289K (Employer provided),"You are equally comfortable in both a business and technical context, interacting with executives and talking shop with technical audiences.&hellip;
      
        Skills: SQL, Presentation skills, Data analytics, Product demos, AI",18d
"Manufacturing Engineer, Automation and Controls",Rolls-Royce,"Indianapolis, IN",$94K - $153K (Employer provided),"In this role, you will create, maintain and continuously improve manufacturing processes and ensure product integrity for component is delivered through…&hellip;
      
        Skills: Cost management, Fanuc, Project coordination, Continuous improvement, Distributed control systems",30d+
Entry Level Engineer/Developer,RoviSys,"Indianapolis, IN",$80K - $82K (Employer provided),"Design and develop electrical control systems that will interface with process manufacturing equipment and sensors. Design and develop automation systems.&hellip;
      
        Skills: C#, System design, Windows, Electrical engineering, SQL",30d+
"Manager, Software Engineering - Enterprise Platforms",Genesys,"Indianapolis, IN",$147K - $259K (Employer provided),"Lead the design and delivery of reusable platform services and components that enable application teams to build and scale AI, data, and cloud infrastructure…&hellip;
      
        Skills: Incident management, Test automation, AWS, Machine learning, Team management",12d
"Platform Engineer/Architect, SME P11",Feditc LLC,"Indianapolis, IN",$120K - $160K (Glassdoor est.),"Maintain applicable security clearance(s) at the level required by the client and/or applicable certification(s) as requested by FEDITC and/or required by…&hellip;
      
        Skills: Azure, FedRAMP, Enterprise software, FISMA, Windows",30d+
Systems Engineer,MichaelSilver,"Indianapolis, IN",$71K - $108K (Glassdoor est.),"The Systems Engineer is responsible for the design, implementation, and support of enterprise infrastructure systems across cloud and on-premise environments.&hellip;
      
        Skills: SSO, Computer science, Ansible, System design, Windows",5d
Principal AI Engineer,MISO,"Carmel, IN",$168K - $193K (Employer provided),"A Bachelor’s degree in Computer Science, Software Engineering, Data Science, Data Analytics or related field. Building scalable infrastructure and platforms to…&hellip;
      
        Skills: Market analysis, Spark, R, SQL, Docker",4d
Snowflake Data Engineer,Onebridge,"Indianapolis, IN",$71K - $105K (Glassdoor est.),"5+ years of experience in data engineering, data architecture, or a related technical discipline. You also bring a strong passion for AI‑assisted development…&hellip;
      
        Skills: Jira, Power BI, Azure, SQL, ServiceNow",11d
Full Stack Developer,Blue & Co.,"Carmel, IN",$55K - $93K (Glassdoor est.),"Build and optimize front-end web components and user interfaces using Angular and/or React. Bachelor’s degree in Computer Science, Information Technology, a…&hellip;
      
        Skills: Computer science, Power BI, Azure, C#, Test automation",26d
Computational Biology MLOps Engineer,Onebridge,"Indianapolis, IN",$66K - $102K (Glassdoor est.),"5+ years of overall industry experience in software engineering, DevOps, data engineering, or ML engineering roles, including 3+ years of focused MLOps…&hellip;
      
        Skills: TensorFlow, Azure, Software deployment, Google Cloud Platform, Databases",30d+
Site Reliability Engineer - Observability,Encora,"Indianapolis, IN",$71K - $107K (Glassdoor est.),"Bachelor's or Master's degree in Computer Science, Engineering, or related field. Manage incidents, perform root cause analysis, and implement preventative…&hellip;
      
        Skills: Azure, Kubernetes, IT service management, Disaster recovery, AWS",4d
Artificial Intelligence/Machine Learning Engineer,Wabash Valley Power,"Indianapolis, IN",$90K - $129K (Glassdoor est.),"Bachelor’s Degree in quantitative science, engineering, or other STEM field. Present artificial intelligence and data finding to technical and non-technical…&hellip;
      
        Skills: Data modeling, Customer service, R, System design, Databases",30d+
AI Engineer,Aces Power Marketing,"Carmel, IN",$63K - $105K (Glassdoor est.),"This role requires strong technical skills in AI/ML technologies, the ability to translate business requirements into technical solutions, and excellent…&hellip;
      
        Skills: Statistics, R, SQL, Statistical analysis, Analysis skills",30d+
Software Engineer,Valeo Financial Advisors,"Carmel, IN",$74K - $105K (Glassdoor est.),"Bachelor’s degree in Computer Science, Software Engineering, Information Systems, or a related technical field.&hellip;
      
        Skills: SSO, Wealth management, Git, SQL, AWS",4d
QA Validation Engineer,RADcube,"Indianapolis, IN",$65K - $90K (Glassdoor est.),"Implement and maintain automated regression testing tools and processes; develop automated and manual test scripts.&hellip;
      
        Skills: Jira, HP ALM, GAMP, Test management tools, SAP",8d
