Job Title,Company,Location,Salary Estimate,Job Description,Job Age,Country,Hourly,Glassdoor_Estimate,Employer_Provided,currency,min_salary,max_salary,avg_salary,Skills,Calculus,Distributed control systems,Database development,Business processes,Wireframing,Google Suite,ERP systems,Data modelling,Design patterns,Change management,E-commerce,Clinical laboratory experience,Tooling,Customer service,DB2,Internet of things,System design,Systems engineering,Jira,Operations research,RBAC,Salesforce Marketing Cloud,Data analysis skills,Microsoft Office,Software architecture,Financial analysis,Taxonomy,SAS,Microbiology,Agile,QlikView,Predictive analytics,IIS,Authentication,Yardi,AI,Spanish,Organizational skills,Data warehouse,Conflict management,Microservices,Project coordination,Performance tuning,Computer operation,Business intelligence,Statistics,Marketing mix modeling,Machine learning,iOS,Proposal writing,GitHub,Distributed systems,Research,SolidWorks,WAN,Scientific research,TensorFlow,HP ALM,SAP,Experimental design,Fanuc,Crystal Reports,CI/CD,Schematics,Data management,R,Apache Hive,Product development,SVN,Natural language processing,Configuration management,Database management,Mechanical engineering,Solution architecture,Windows,Image processing,Databases,SOX,XML,Adobe Photoshop,Controlling experience,Computer literacy,Operations management,FEA,Management,TypeScript,D3.js,Electrical engineering,5G,VoIP,.NET,Salesforce,Test automation,Cucumber (software testing tool),Vendor management,Communication skills,SAP SuccessFactors,Data mining,Release management,English,SharePoint,Time management,Relationship management,Continuous improvement,Moving,Business requirements,Django,Logistics,A/B testing,Program management,Forecasting,Tableau,MATLAB,Hadoop,Market analysis,Kanban,Microsoft Word,AWS,Computer vision,Computer science,JSON,Biostatistics,Process improvement,SDKs,Microsoft Windows Server,System administration,Regression analysis,Data structures,DevOps,Financial modeling,French,ServiceNow,Computer networking,Visual Studio,Administrative experience,Azure,Optics,PaaS,Web analytics,Pivot tables,Unreal Engine,TCP,SDLC,Go,Military,EDI,Unity,Ansible,SASS,Accounting software,Public speaking,Deep learning,Quality assurance,Root cause analysis,Docker,Filing,Test management tools,Writing skills,FedRAMP,Warehouse management system,SQL,Test-driven development,Russian,Help desk,Waterfall,Talent acquisition,HIPAA,Performance management,Clinical development,Quality control,Analysis skills,Program design,Deployment,Front-end development,Ontology,MongoDB,Project management software,Financial services,Revenue cycle management,CAD,Recruiting,Systems design,Web development,Alteryx,Visual Basic,Content development,Customer retention,CSS,Contract management,Application development,Maths,Public health,Cassandra,Confluence,IT service management,Presentation skills,Investment,Microsoft PowerPoint,Marketing,Business analysis,User acceptance testing,REST,Microsoft Access,MRP,Microsoft Excel,NoSQL,Data visualization,Research & development,SAFe,Cloud infrastructure,PostgreSQL,Barista experience,Node.js,Organisational skills,React,Internet of Things,Accounts payable,Mentoring,Cloud development,Scalability,Debugging,Cloud computing,Microsoft Powerpoint,Revit,FPGA,Microsoft Outlook,Redshift,Swift,Leadership,System architecture,Interviewing,Requirements analysis,Power BI,Cost management,Figma,Bootstrap,Bilingual,Project management,UI,Quantitative analysis,GAMP,Big data,Computer skills,NetSuite,Relational databases,JavaScript,Kubernetes,Market research,Git,Sensors,Statistical software,Signal processing,Virtualization,Data modeling,Statistical analysis,Pro/ENGINEER,TestNG,Pricing,Software deployment,Hospitality,Banking,Clinical research,Web accessibility,Linux,Google Analytics,Robotics,Enterprise software,Scala,Software development,Data collection,Epic,Oracle,Java,Qualitative research,Risk management,DoD experience,Load balancing,Fraud prevention and detection,FISMA,Social listening,Graph databases,Google Cloud Platform,Medical imaging,SaaS,Information security,Construction,Data centre experience,Knowledge management,Laboratory information management systems,Product demos,Software testing,Supply chain,AutoCAD,Semantic Web,S3,OOP,IT,Organization design,Japanese,.NET Core,Math,SSRS,Geometry,Team management,Wealth management,Operating systems,T-SQL,APIs,Mandarin,Financial planning,SSO,Python,SCCM,Embedded software,Data visualisation,Mobile applications,Analytics,New Relic,Trello,Biotechnology,Software troubleshooting,Fiddler,C++,C,Usability,Microsoft SQL Server,Managed care,Metadata,Data entry,Data analytics,Salt,CRM software,Multilingual,Selenium,Disaster recovery,Terrafrom,Elasticsearch,Telecommunication,Rust (programming language),Incident management,C#,Project leadership,Sales,Terraform,Requirements gathering,Spark,Algorithm design,Data science,Quality inspection,Scripting
Founding GTM Engineer,Hud Hud Travels,Singapore,,"Our buyers are ML engineers, AI researchers, and engineering leaders at frontier labs and enterprises. Develop messaging that resonates with technical buyers (…&hellip;
      
        Skills: CRM software, APIs, Communication skills",30d+,Singapore,0,0,0,Unknown,,,," CRM software, APIs, Communication skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward Deployment Engineer,Singtel,Singapore,,"Bachelor’s in Computer Science, Engineering, Data, AI/ML, or related field. Lead the design and delivery of end-to-end AI and software solutions, including…&hellip;
      
        Skills: Performance tuning, Cloud infrastructure, Azure, Node.js, XML",30d+,Singapore,0,0,0,Unknown,,,," Performance tuning, Cloud infrastructure, Azure, Node.js, XML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R&D Engineer – Mechatronic Systems, Simulation & AI",HP Inc.,Singapore,,"Participate as a member of cross‑functional project teams, including internal engineers and outsourced development partners, to deliver reliable, cost‑effective…&hellip;
      
        Skills: CAD, Pro/ENGINEER, Analysis skills, C++, Python",15d,Singapore,0,0,0,Unknown,,,," CAD, Pro/ENGINEER, Analysis skills, C++, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior MLOps Engineer – AWS-Focused ML Infrastructure,Keysight Technologies,Yishun New Town,,"Bachelor's or Master's degree in Computer Science, Engineering, Information Systems, or a related technical field.&hellip;
      
        Skills: CI/CD, DevOps, Spark, Test automation, English",11d,Singapore,0,0,0,Unknown,,,," CI/CD, DevOps, Spark, Test automation, English",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Core Engineering, Applied AI, Senior AI/ML Quant Research Engineer, Vice President, Singapore",Goldman Sachs,Singapore,SGD 84K - SGD 106K ,"For eligible employees we typically reimburse fees paid for a fitness club membership or activity (up to a pre-approved amount).&hellip;
      
        Skills: CI/CD, Research, Electrical engineering, Machine learning, Communication skills",13d,Singapore,0,1,0,SGD,66.108,83.422,74.765," CI/CD, Research, Electrical engineering, Machine learning, Communication skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Field CTO,Cognition,Singapore,,"Drive pilot design, use case selection, and technical validation across pre and post-sales cycles. Support field sales in complex technical deals across key…&hellip;
      
        Skills: Computer science, Sales, DevOps, Presentation skills, Solution architecture",30d+,Singapore,0,0,0,Unknown,,,," Computer science, Sales, DevOps, Presentation skills, Solution architecture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Operations Technology Engineer,Resmed,Singapore,,"You will own the roadmap for machine‑to‑enterprise data flow, and champion how factories talk, share, and operate as one. Plus, you’ll stand out if you have:&hellip;
      
        Skills: Software troubleshooting, IT, Communication skills",30d+,Singapore,0,0,0,Unknown,,,," Software troubleshooting, IT, Communication skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solutions Engineer / Forward Deployed Engineer (Intern),Valsea IT,Singapore,,"Strong fundamentals in Python or a similar backend language. Listen to technical challenges from the field and help the product team turn them into better…&hellip;
      
        Skills: Cloud infrastructure, Google Cloud Platform, Docker, APIs, Python",24d,Singapore,0,0,0,Unknown,,,," Cloud infrastructure, Google Cloud Platform, Docker, APIs, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Machine Learning Engineer, Supply Chain Forecasting",ByteDance,Singapore,SGD 99K - SGD 169K ,"Our team is missioned for the research, development, and implementation of algorithms for core supply chain scenarios. Strong problem-solving skills are a must.&hellip;
      
        Skills: Machine learning, Deep learning, Forecasting, Python",30d+,Singapore,0,1,0,SGD,77.913,133.00300000000001,105.458," Machine learning, Deep learning, Forecasting, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer – Feed Recommendation,AppLovin,Singapore,SGD 98K - SGD 180K ,"AppLovin makes technologies that help businesses of every size connect to their ideal customers. The company provides end-to-end software and AI solutions for…&hellip;
      
        Skills: Machine learning, Python",30d+,Singapore,0,1,0,SGD,77.126,141.66,109.393," Machine learning, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algorithm & ML Staff Engineer,Thermo Fisher Scientific,Tuas,,"Master’s degree in Computer Sciences, Mathematics, Statistics, Bioinformatics or a related field; a Ph.D or equivalent experience is highly preferred.&hellip;
      
        Skills: Multilingual, NoSQL, Java, SQL, AWS",30d+,Singapore,0,0,0,Unknown,,,," Multilingual, NoSQL, Java, SQL, AWS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLOps Engineer (Entry-level / Intern),BetterData Pte Ltd,Remote,,"Degree in Computer Science, Machine Learning, or related field. Suitable for recent grads, bootcamp completers or final-year semester with project experience.&hellip;
      
        Skills: Azure, DevOps, Google Cloud Platform, Docker, Machine learning",30d+,Singapore,0,0,0,Unknown,,,," Azure, DevOps, Google Cloud Platform, Docker, Machine learning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanical Simulation Engineer,Apple,Singapore,SGD 83K - SGD 117K ,"Stay current with advances in modeling techniques and simulation tools to contribute to the development of new techniques and methodologies.&hellip;
      
        Skills: CAD, Pro/ENGINEER, Analysis skills, C++, SolidWorks",4d,Singapore,0,1,0,SGD,65.321,92.07900000000001,78.7," CAD, Pro/ENGINEER, Analysis skills, C++, SolidWorks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
